2,शत
3,सहस्र
4,अयुत
5,लक्ष
6,प्रयुत
7,कोटि
8,अर्बुद
8,अब्ज
9,खर्व
10,निखर्व
11,महापद्म
12,शङ्कु
13,जलधि
14,अन्त्य
15,मध्य
16,परार्ध
